loop-location,loop-absolute-size,loop-iterator-size,loop-payload-fraction,loop-proper-sccs-number,loop-proper-sccs-ddg-number,loop-proper-sccs-mdg-number,loop-critical-payload-fraction,loop-depth,loop-inner-loop-num,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,iterator-total-dependencies-number,iterator-true-dependencies-number,iterator-anti-dependencies-number,iterator-output-dependencies-number,iterator-cross-dependencies-number,iterator-conf-dependencies-number,iterator-reg-dependencies-number,iterator-mem-dependencies-number,iterator-cntl-dependencies-number,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,payload-conf-dependencies-number,payload-reg-dependencies-number,payload-mem-dependencies-number,payload-cntl-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,critical-payload-conf-dependencies-number,critical-payload-reg-dependencies-number,critical-payload-mem-dependencies-number,critical-payload-cntl-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-mem-read-count,iterator-mem-read-fraction,iterator-call-count,iterator-call-fraction,iterator-branch-count,iterator-branch-fraction,iterator-getelemptr-count,iterator-getelemptr-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-mem-read-count,payload-mem-read-fraction,payload-call-count,payload-call-fraction,payload-branch-count,payload-branch-fraction,payload-getelemptr-count,payload-getelemptr-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-mem-read-count,critical-payload-mem-read-fraction,critical-payload-call-count,critical-payload-call-fraction,critical-payload-branch-count,critical-payload-branch-fraction,critical-payload-getelemptr-count,critical-payload-getelemptr-fraction
benchmarks/snu-npb/nauseous/MG/src/mg.c(903),74,4,0.9459,2,0,0,0.1571,1,1,0.07101,0.005917,0.005917,0.42,0.07333,0.04667,7,3,0,0,0,0,3,0,4,150,70,6,6,0,5,59,28,63,24,9,0,3,0,5,7,10,10,0,0,2,0.5,0,0,1,0.25,0,0,5,0.07143,20,0.2857,0,0,6,0.08571,12,0.1714,3,0.2727,5,0.4545,0,0,1,0.25,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(904),63,7,0.8889,1,0,0,0.07143,2,0,0.4478,0.02985,0.02985,0.0678,0.0678,0,15,7,0,1,0,0,5,3,7,59,52,0,2,0,5,52,7,0,9,2,0,2,0,5,2,7,7,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,2,0.03571,16,0.2857,0,0,2,0.03571,12,0.2143,2,0.5,2,0.5,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(896),75,8,0.8933,2,0,0,0.1343,1,1,0.07018,0.02339,0.02339,0.4648,0.08451,0.07042,17,7,1,1,0,0,6,3,8,142,65,4,5,0,5,57,22,63,18,8,0,2,0,1,6,5,5,1,0.125,3,0.375,0,0,1,0.125,0,0,4,0.0597,19,0.2836,0,0,6,0.08955,12,0.1791,2,0.2222,4,0.4444,0,0,1,0.125,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(897),63,7,0.8889,1,0,0,0.03571,2,0,0.4478,0.02985,0.02985,0.08475,0.08475,0.05085,15,7,0,1,0,0,5,3,7,59,52,0,2,0,5,52,7,0,3,1,0,1,0,1,1,2,2,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,2,0.03571,16,0.2857,0,0,2,0.03571,12,0.2143,1,0.5,1,0.5,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(889),76,8,0.8947,2,0,0,0.1765,1,1,0.07471,0.02299,0.02299,0.4375,0.07639,0.04861,17,8,0,1,0,0,6,3,8,144,68,2,5,0,5,58,22,64,26,10,0,3,0,5,8,10,10,1,0.125,3,0.375,0,0,1,0.125,0,0,4,0.05882,19,0.2794,0,0,6,0.08824,12,0.1765,3,0.25,5,0.4167,0,0,1,0.125,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(890),64,8,0.875,1,0,0,0.03571,2,0,0.4412,0.02941,0.02941,0.08475,0.08475,0.05085,17,8,0,1,0,0,6,3,8,59,52,0,2,0,5,52,7,0,3,1,0,1,0,1,1,2,2,1,0.125,3,0.375,0,0,1,0.125,0,0,2,0.03571,16,0.2857,0,0,2,0.03571,12,0.2143,1,0.5,1,0.5,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(1120),48,4,0.9167,3,0,0,0.3409,1,2,0.1215,0.009346,0.009346,0.3103,0.06897,0.06897,7,3,0,0,0,0,3,0,4,87,34,6,7,0,0,26,21,40,30,14,1,4,0,0,10,9,9,0,0,2,0.5,0,0,1,0.25,0,0,8,0.1818,15,0.3409,3,0.06818,10,0.2273,3,0.06818,3,0.2,6,0.4,0,0,2,0.25,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(1121),36,7,0.8056,1,0,0,0.3103,2,1,0.1299,0.01299,0.01299,0.3269,0.01923,0,15,7,0,1,0,0,5,3,7,52,22,3,3,0,0,19,9,24,22,8,3,3,0,0,5,9,9,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,4,0.1379,10,0.3448,2,0.06897,6,0.2069,3,0.1034,2,0.2222,4,0.4444,0,0,1,0.1429,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(1122),24,7,0.7083,0,0,0,0,3,0,0.383,0.02128,0.02128,0,0,0,15,7,0,1,0,0,5,3,7,14,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,1,0.05882,6,0.3529,1,0.05882,2,0.1176,3,0.1765,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(1148),18,6,0.6667,0,0,0,0,1,0,0.25,0.02778,0.02778,0,0,0,13,6,0,1,0,0,4,3,6,14,7,0,3,0,0,7,3,4,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,4,0.3333,5,0.4167,2,0.1667,3,0.25,0,0,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(1168),174,157,0.0977,0,0,0,0,1,0,0.1067,0.08561,0.0794,0,0,0,705,160,8,14,0,366,139,409,157,15,12,0,2,0,1,12,3,0,0,0,0,0,0,0,0,0,0,11,0.07006,68,0.4331,0,0,2,0.01274,32,0.2038,2,0.1176,3,0.1765,0,0,3,0.1765,4,0.2353,0,0,0,0,0,0,0,0.01274,0,0
benchmarks/snu-npb/nauseous/MG/src/mg.c(1190),174,157,0.0977,0,0,0,0,1,0,0.1067,0.08561,0.0794,0,0,0,705,160,8,14,0,366,139,409,157,15,12,0,2,0,1,12,3,0,0,0,0,0,0,0,0,0,0,11,0.07006,68,0.4331,0,0,2,0.01274,32,0.2038,2,0.1176,3,0.1765,0,0,3,0.1765,4,0.2353,0,0,0,0,0,0,0,0.01274,0,0
benchmarks/snu-npb/nauseous/common/randdp.c(122),67,7,0.8955,0,0,0,0,1,0,0.3885,0.006369,0.006369,0,0,0,15,7,0,1,0,0,5,3,7,81,59,4,11,0,7,48,33,0,0,0,0,0,0,0,0,0,0,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,10,0.1667,24,0.4,0,0,2,0.03333,1,0.01667,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/SP/src/add.c(44),81,4,0.9506,2,0,0,0.3247,1,3,0.06122,0.005102,0.005102,0.2994,0.0452,0.0113,7,3,0,0,0,0,3,0,4,177,70,19,11,0,0,55,45,77,65,24,8,6,0,0,12,26,26,0,0,2,0.5,0,0,1,0.25,0,0,8,0.1039,23,0.2987,0,0,14,0.1818,12,0.1558,4,0.16,13,0.52,0,0,3,0.25,0,0
benchmarks/snu-npb/nauseous/SP/src/add.c(45),70,26,0.6286,0,0,0,0,2,2,0.362,0.09202,0.04908,0,0,0,66,20,8,5,0,0,12,21,33,38,34,2,2,0,0,34,4,0,0,0,0,0,0,0,0,0,0,4,0.1538,14,0.5385,0,0,3,0.1154,0,0,2,0.04545,8,0.1818,0,0,8,0.1818,12,0.2727,0,0,0,0,0,0,0,0.1154,0,0
benchmarks/snu-npb/nauseous/SP/src/add.c(46),59,18,0.6949,0,0,0,0,3,1,0.3615,0.04615,0.01538,0,0,0,47,16,6,4,0,0,9,17,21,36,35,0,1,0,0,35,1,0,0,0,0,0,0,0,0,0,0,3,0.1667,9,0.5,0,0,2,0.1111,0,0,1,0.02439,10,0.2439,0,0,5,0.122,12,0.2927,0,0,0,0,0,0,0,0.1111,0,0
benchmarks/snu-npb/nauseous/SP/src/add.c(47),48,6,0.875,0,0,0,0,4,0,0.4592,0.03061,0.03061,0,0,0,13,6,0,1,0,0,4,3,6,40,39,0,1,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.02381,14,0.3333,0,0,2,0.04762,12,0.2857,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(66),46,41,0.1087,0,0,0,0,1,1,0.04032,0,0,0,0,0,119,40,6,6,0,23,34,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1463,17,0.4146,1,0.02439,2,0.04878,5,0.122,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.04878,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(67),25,3,0.88,1,0,0,0.4091,2,0,0.4259,0.01852,0.01852,0.1538,0.1538,0.03846,5,2,0,0,0,0,2,0,3,26,18,2,2,0,4,18,8,0,12,8,0,1,0,3,8,4,4,0,0,1,0.3333,0,0,1,0.3333,0,0,2,0.09091,8,0.3636,0,0,2,0.09091,3,0.1364,1,0.1111,3,0.3333,0,0,0,0.3333,1,0.1111
benchmarks/snu-npb/nauseous/SP/src/error.c(50),97,5,0.9485,2,0,0,0.5435,1,3,0.076,0.008,0.008,0.2072,0.07207,0.05856,9,4,0,0,0,0,4,0,5,222,83,18,15,0,18,65,69,88,129,49,8,7,0,13,39,38,38,0,0,2,0.4,0,0,1,0.2,0,0,13,0.1413,33,0.3587,1,0.01087,14,0.1522,8,0.08696,5,0.1,21,0.42,0,0,3,0.2,6,0.12
benchmarks/snu-npb/nauseous/SP/src/error.c(52),80,8,0.9,1,0,0,0.6806,2,2,0.08374,0.01478,0.01478,0.1243,0.04142,0.0355,17,8,0,1,0,0,6,3,8,169,70,7,10,0,16,53,50,66,131,53,5,6,0,15,41,38,38,1,0.125,3,0.375,0,0,1,0.125,0,0,9,0.125,27,0.375,1,0.01389,10,0.1389,8,0.1111,5,0.102,20,0.4082,0,0,2,0.125,7,0.1429
benchmarks/snu-npb/nauseous/SP/src/error.c(54),63,49,0.2222,0,0,0,0,3,1,0.1026,0.01282,0.00641,0,0,0,131,51,8,6,0,14,41,38,52,9,7,1,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,5,0.102,20,0.4082,0,0,2,0.04082,7,0.1429,2,0.1429,5,0.3571,1,0.07143,5,0.3571,1,0.07143,0,0,0,0,0,0,0,0.04082,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(58),41,39,0.04878,0,0,0,0,4,0,0.02041,0,0,0,0,0,96,43,0,3,0,11,35,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.07692,16,0.4103,0,0,1,0.02564,7,0.1795,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02564,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(46),13,11,0.1538,0,0,0,0,1,0,0.06667,0,0,0,0,0,28,11,0,2,0,4,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1818,4,0.3636,0,0,1,0.09091,1,0.09091,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.09091,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(95),46,3,0.9348,2,0,0,0.3488,1,1,0.2037,0.009259,0.009259,0.2716,0.1111,0.04938,5,2,0,0,0,0,2,0,3,81,36,7,6,0,7,32,24,25,29,13,0,3,0,7,11,12,12,0,0,1,0.3333,0,0,1,0.3333,0,0,6,0.1395,16,0.3721,1,0.02326,6,0.1395,5,0.1163,4,0.2667,6,0.4,1,0.06667,1,0.3333,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(96),25,3,0.88,1,0,0,0.2727,2,0,0.4423,0.01923,0.01923,0.125,0.125,0,5,2,0,0,0,0,2,0,3,24,19,1,2,0,2,18,6,0,8,5,0,1,0,2,5,3,3,0,0,1,0.3333,0,0,1,0.3333,0,0,2,0.09091,8,0.3636,0,0,2,0.09091,3,0.1364,1,0.1667,2,0.3333,0,0,0,0.3333,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(84),69,51,0.2609,0,0,0,0,1,3,0.1538,0.04734,0.04734,0,0,0,132,51,7,7,0,5,41,29,62,11,4,3,4,0,0,4,7,0,0,0,0,0,0,0,0,0,0,6,0.1176,21,0.4118,0,0,4,0.07843,6,0.1176,3,0.1667,2,0.1111,0,0,11,0.6111,0,0,0,0,0,0,0,0,0,0.07843,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(85),58,29,0.5,0,0,0,0,2,2,0.2662,0.05755,0.05755,0,0,0,74,28,3,4,0,3,23,15,36,28,20,3,5,0,0,17,11,0,0,0,0,0,0,0,0,0,0,3,0.1034,13,0.4483,0,0,3,0.1034,2,0.06897,4,0.1379,7,0.2414,0,0,8,0.2759,4,0.1379,0,0,0,0,0,0,0,0.1034,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(86),47,42,0.1064,0,0,0,0,3,1,0.04587,0,0,0,0,0,104,46,4,6,0,3,35,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.119,17,0.4048,0,0,2,0.04762,6,0.1429,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.04762,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(87),36,6,0.8333,1,0,0,0.1,4,0,0.4231,0.03846,0.03846,0.125,0.125,0.03125,13,6,0,1,0,0,4,3,6,32,26,2,2,0,2,26,6,0,4,2,0,1,0,1,2,2,2,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,2,0.06667,12,0.4,0,0,2,0.06667,6,0.2,1,0.3333,1,0.3333,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/error.c(80),13,6,0.5385,0,0,0,0,1,0,0.3077,0.03846,0.03846,0,0,0,13,6,0,1,0,0,4,3,6,5,4,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.1429,2,0.2857,0,0,2,0.2857,1,0.1429,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(343),71,31,0.5634,0,0,0,0,1,3,0.3041,0.07018,0.04094,0,0,0,81,25,7,5,0,0,18,19,44,38,26,7,5,0,0,25,13,0,0,0,0,0,0,0,0,0,0,4,0.129,14,0.4516,0,0,4,0.129,0,0,4,0.1,6,0.15,0,0,11,0.275,8,0.2,0,0,0,0,0,0,0,0.129,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(344),59,5,0.9153,1,0,0,0.3148,2,2,0.09489,0.007299,0.007299,0.3391,0.07826,0.06087,9,4,0,0,0,0,4,0,5,115,47,10,8,0,0,38,27,50,43,15,4,4,0,0,10,13,13,0,0,2,0.4,0,0,1,0.2,0,0,6,0.1111,15,0.2778,0,0,10,0.1852,8,0.1481,3,0.1765,7,0.4118,0,0,2,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(345),47,5,0.8936,1,0,0,0.1667,3,1,0.1068,0.009709,0.009709,0.3976,0.04819,0.04819,9,4,0,0,0,0,4,0,5,83,40,3,5,0,0,32,16,35,17,7,1,3,0,0,4,7,7,0,0,2,0.4,0,0,1,0.2,0,0,4,0.09524,12,0.2857,0,0,6,0.1429,8,0.1905,2,0.2857,2,0.2857,0,0,1,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(346),35,6,0.8286,0,0,0,0,4,0,0.4366,0.02817,0.02817,0,0,0,13,6,0,1,0,0,4,3,6,27,26,0,1,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.03448,9,0.3103,0,0,2,0.06897,8,0.2759,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(248),1078,5,0.9954,3,0,0,0.1389,1,9,0.00499,0.0002772,0.0002772,0.374,0.1184,0.0986,9,4,0,0,0,0,4,0,5,3580,1758,550,181,0,0,990,1499,1091,1180,426,493,111,0,0,48,982,982,0,0,2,0.4,0,0,1,0.2,0,0,45,0.04194,354,0.3299,1,0.000932,38,0.03541,262,0.2442,21,0.1409,95,0.6376,0,0,9,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(250),1061,5,0.9953,2,0,0,0.1259,2,8,0.01192,0.0002838,0.0002838,0.3999,0.1385,0.1192,9,4,0,0,0,0,4,0,5,3473,1597,654,177,0,0,980,1448,1045,987,327,439,91,0,0,40,817,817,0,0,2,0.4,0,0,1,0.2,0,0,42,0.03977,349,0.3305,1,0.000947,34,0.0322,262,0.2481,18,0.1353,87,0.6541,0,0,8,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(253),156,26,0.8333,0,0,0,0,3,2,0.462,0.1087,0.09239,0,0,0,67,24,7,4,0,0,14,21,32,131,114,6,11,0,0,112,19,0,0,0,0,0,0,0,0,0,0,3,0.1154,13,0.5,0,0,3,0.1154,0,0,10,0.07692,39,0.3,1,0.007692,8,0.06154,37,0.2846,0,0,0,0,0,0,0,0.1154,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(273),517,8,0.9845,0,0,0,0,3,0,0.4784,0.02068,0.02068,0,0,0,17,8,0,1,0,0,6,3,8,563,530,16,17,0,0,500,63,0,0,0,0,0,0,0,0,0,0,1,0.125,3,0.375,0,0,1,0.125,0,0,7,0.01375,173,0.3399,0,0,2,0.003929,147,0.2888,0,0,0,0,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(309),132,6,0.9545,0,0,0,0,3,0,0.4597,0.03691,0.03691,0,0,0,13,6,0,1,0,0,4,3,6,148,138,4,6,0,0,120,28,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,4,0.03175,41,0.3254,0,0,2,0.01587,30,0.2381,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(319),95,5,0.9474,1,0,0,0.1333,3,1,0.0514,0.004673,0.004673,0.4175,0.04639,0.02062,9,4,0,0,0,0,4,0,5,194,92,14,5,0,0,80,31,83,32,12,6,3,0,0,4,17,17,0,0,2,0.4,0,0,1,0.2,0,0,4,0.04444,28,0.3111,0,0,6,0.06667,18,0.2,2,0.1667,7,0.5833,0,0,1,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(327),136,6,0.9559,0,0,0,0,3,0,0.4608,0.03595,0.03595,0,0,0,13,6,0,1,0,0,4,3,6,152,133,13,6,0,0,124,28,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,4,0.03077,43,0.3308,0,0,2,0.01538,30,0.2308,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(257),19,6,0.6842,0,0,0,0,4,0,0.3846,0.05128,0.05128,0,0,0,13,6,0,1,0,0,4,3,6,11,10,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.07692,4,0.3077,0,0,2,0.1538,3,0.2308,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(263),21,6,0.7143,0,0,0,0,4,0,0.3953,0.04651,0.04651,0,0,0,13,6,0,1,0,0,4,3,6,13,12,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.06667,5,0.3333,0,0,2,0.1333,3,0.2,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(320),83,6,0.9277,0,0,0,0,4,0,0.4884,0.0407,0.0407,0,0,0,13,6,0,1,0,0,4,3,6,75,74,0,1,0,0,74,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.01299,25,0.3247,0,0,2,0.02597,18,0.2338,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(154),1078,155,0.8562,0,0,0,0,1,9,0.4192,0.1633,0.1428,0,0,0,960,330,355,85,0,0,52,718,190,1135,936,125,74,0,0,868,267,0,0,0,0,0,0,0,0,0,0,19,0.1226,100,0.6452,0,0,10,0.06452,0,0,26,0.02817,256,0.2774,1,0.001083,29,0.03142,262,0.2839,0,0,0,0,0,0,0,0.06452,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(156),1061,5,0.9953,1,0,0,0.1165,2,8,0.01192,0.0002838,0.0002838,0.4175,0.1532,0.1359,9,4,0,0,0,0,4,0,5,3473,1644,607,177,0,0,980,1448,1045,877,312,355,83,0,0,38,712,712,0,0,2,0.4,0,0,1,0.2,0,0,42,0.03977,349,0.3305,1,0.000947,34,0.0322,262,0.2481,17,0.1382,79,0.6423,0,0,8,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(159),156,25,0.8397,0,0,0,0,3,2,0.4538,0.09783,0.08696,0,0,0,74,29,7,7,0,0,14,29,31,127,116,2,9,0,0,114,13,0,0,0,0,0,0,0,0,0,0,4,0.16,11,0.44,0,0,3,0.12,0,0,9,0.0687,41,0.313,1,0.007634,8,0.06107,37,0.2824,0,0,0,0,0,0,0,0.12,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(178),517,8,0.9845,0,0,0,0,3,0,0.4784,0.02068,0.02068,0,0,0,17,8,0,1,0,0,6,3,8,563,528,18,17,0,0,500,63,0,0,0,0,0,0,0,0,0,0,1,0.125,3,0.375,0,0,1,0.125,0,0,7,0.01375,173,0.3399,0,0,2,0.003929,147,0.2888,0,0,0,0,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(215),132,6,0.9545,0,0,0,0,3,0,0.4597,0.03691,0.03691,0,0,0,13,6,0,1,0,0,4,3,6,148,137,5,6,0,0,120,28,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,4,0.03175,41,0.3254,0,0,2,0.01587,30,0.2381,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(225),95,14,0.8526,0,0,0,0,3,1,0.4206,0.04206,0.02804,0,0,0,31,10,3,1,0,0,8,6,17,93,79,10,4,0,0,73,20,0,0,0,0,0,0,0,0,0,0,1,0.07143,7,0.5,0,0,2,0.1429,0,0,3,0.03704,23,0.284,0,0,5,0.06173,18,0.2222,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(233),136,6,0.9559,0,0,0,0,3,0,0.4608,0.03595,0.03595,0,0,0,13,6,0,1,0,0,4,3,6,152,131,15,6,0,0,124,28,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,4,0.03077,43,0.3308,0,0,2,0.01538,30,0.2308,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(163),19,6,0.6842,0,0,0,0,4,0,0.3846,0.05128,0.05128,0,0,0,13,6,0,1,0,0,4,3,6,11,10,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.07692,4,0.3077,0,0,2,0.1538,3,0.2308,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(168),21,6,0.7143,0,0,0,0,4,0,0.3953,0.04651,0.04651,0,0,0,13,6,0,1,0,0,4,3,6,13,12,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.06667,5,0.3333,0,0,2,0.1333,3,0.2,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(226),83,3,0.9639,0,0,0,0,4,0,0.4709,0.005814,0.005814,0,0,0,5,2,0,0,0,0,2,0,3,86,79,5,2,0,0,76,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,0,0,1,0.3333,0,0,2,0.025,26,0.325,0,0,2,0.025,18,0.225,0,0,0,0,0,0,0,0.3333,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(60),1078,8,0.9926,2,0,0,0.1551,1,9,0.009703,0.005822,0.005822,0.3404,0.08861,0.06188,17,8,0,1,0,0,6,3,8,3555,1635,649,180,0,0,988,1476,1091,1294,516,518,90,0,0,44,1080,1080,1,0.125,3,0.375,0,0,1,0.125,0,0,44,0.04112,353,0.3299,1,0.0009346,38,0.03551,262,0.2449,18,0.1084,117,0.7048,0,0,9,0.125,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(62),1061,5,0.9953,1,0,0,0.1534,2,8,0.01192,0.0002838,0.0002838,0.3202,0.06709,0.03974,9,4,0,0,0,0,4,0,5,3473,1639,612,177,0,0,980,1448,1045,1370,544,560,100,0,0,40,1164,1164,0,0,2,0.4,0,0,1,0.2,0,0,42,0.03977,349,0.3305,1,0.000947,34,0.0322,262,0.2481,19,0.1173,115,0.7099,0,0,8,0.2,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(65),156,31,0.8013,0,0,0,0,3,2,0.4429,0.1033,0.07065,0,0,0,83,16,23,7,0,0,12,34,37,122,111,2,9,0,0,108,14,0,0,0,0,0,0,0,0,0,0,4,0.129,18,0.5806,0,0,3,0.09677,0,0,9,0.072,34,0.272,1,0.008,8,0.064,37,0.296,0,0,0,0,0,0,0,0.09677,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(85),517,13,0.9749,0,0,0,0,3,0,0.4739,0.02068,0.01619,0,0,0,27,7,6,1,0,0,6,8,13,558,523,18,17,0,0,495,63,0,0,0,0,0,0,0,0,0,0,1,0.07692,8,0.6154,0,0,1,0.07692,0,0,7,0.01389,168,0.3333,0,0,2,0.003968,147,0.2917,0,0,0,0,0,0,0,0.07692,0,0
benchmarks/snu-npb/nauseous/SP/src/exact_rhs.c(121),132,3,0.9773,0,0,0,0,3,0,0.4362,0.003356,0.003356,0,0,0,5,2,0,0,0,0,2,0,3,163,141,15,7,0,0,122,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,0,0,1,0.3333,0,0,5,0.03876,42,0.3256,0,0,2,0.0155,30,0.2326,0,0,0,0,0,0,0,0.3333,0,0
